TEAM_ID,TEAM_NAME,Conference,PlayoffRank,WinPCT,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,BLKA,PTS,PLUS_MINUS,SEASON,CHAMPION
1610612765,Detroit Pistons,East,1,0.78,0.455,0.384,0.727,3322,1971,931.0,580,490,285,7941,547.0,2006,0
1610612748,Miami Heat,East,2,0.634,0.478,0.345,0.7,3533,1692,1186.0,522,442,298,8191,317.0,2006,1
1610612739,Cleveland Cavaliers,East,3,0.61,0.454,0.339,0.729,3470,1560,1137.0,567,392,357,8002,183.0,2006,0
1610612751,New Jersey Nets,East,4,0.598,0.44,0.33,0.758,3361,1884,1119.0,558,278,329,7691,112.0,2006,0
1610612764,Washington Wizards,East,5,0.512,0.447,0.357,0.757,3379,1523,1143.0,658,339,341,8336,152.0,2006,0
1610612754,Indiana Pacers,East,6,0.5,0.444,0.349,0.737,3457,1631,1254.0,598,409,399,7699,155.0,2006,0
1610612741,Chicago Bulls,East,7,0.5,0.446,0.379,0.738,3508,1804,1224.0,508,345,420,8020,52.0,2006,0
1610612749,Milwaukee Bucks,East,8,0.481,0.453,0.38,0.738,3377,1769,1197.0,597,270,414,8020,-85.0,2006,0
1610612759,San Antonio Spurs,West,1,0.768,0.472,0.385,0.702,3399,1717,1126.0,543,467,343,7837,559.0,2006,0
1610612742,Dallas Mavericks,West,2,0.732,0.462,0.374,0.783,3461,1473,1112.0,593,488,400,8130,498.0,2006,0
1610612756,Phoenix Suns,West,3,0.659,0.479,0.399,0.806,3428,2179,1088.0,549,412,282,8886,455.0,2006,0
1610612743,Denver Nuggets,West,4,0.537,0.461,0.325,0.744,3389,1921,1216.0,698,463,436,8227,19.0,2006,0
1610612763,Memphis Grizzlies,West,5,0.598,0.448,0.374,0.711,3213,1586,1134.0,600,442,456,7558,303.0,2006,0
1610612746,Los Angeles Clippers,West,6,0.573,0.465,0.344,0.791,3532,1708,1185.0,534,503,355,7970,129.0,2006,0
1610612747,Los Angeles Lakers,West,7,0.549,0.453,0.349,0.745,3458,1734,1143.0,628,350,354,8154,205.0,2006,0
1610612758,Sacramento Kings,West,8,0.537,0.454,0.351,0.784,3325,1825,1199.0,608,299,403,8106,126.0,2006,0
